nucleo,processo,vara,data,prioridades,dias
4ª CCJ,0001089-94.2006.8.17.0100,2ª Vara Cível da Comarca de Abreu e Lima,12/02/2025,Sem prioridade,33
5ª CC,0002696-97.2022.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,17/03/2025,Sem prioridade,0
4ª CCJ,0003035-90.2021.8.17.2100,2ª Vara Cível da Comarca de Abreu e Lima,14/02/2025,Sem prioridade,31
5ª CC,0000110-60.1991.8.17.0100,3ª Vara Cível da Comarca de Abreu e Lima,17/03/2025,Sem prioridade,0
5ª CC,0000322-50.2018.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,13/03/2025,Sem prioridade,4
4ª CCJ,0001300-86.2013.8.17.0100,3ª Vara Cível da Comarca de Abreu e Lima,16/03/2025,Sem prioridade,0
5ª CC,0003018-49.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,16/03/2025,Super prioridade,0
5ª CC,0003576-89.2022.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,14/03/2025,Prioridade Legal,3
4ª CCJ,0004043-05.2021.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,13/03/2025,Prioridade Legal,4
5ª CC,0004061-21.2024.8.17.2100,3ª Vara Cível da Comarca de Abreu e Lima,14/03/2025,Prioridade Legal,3
2ª CC,0000574-06.2024.8.17.4990,Vara Criminal da Comarca de Abreu e Lima,14/03/2025,Prioridade Legal,3
2ª CC,0000034-13.2023.8.17.4110,1ª Vara Criminal da Comarca de Afogados da Ingazeira,11/03/2025,Sem prioridade,6
2ª CC,0001181-94.2022.8.17.2110,1ª Vara Criminal da Comarca de Afogados da Ingazeira,14/03/2025,Sem prioridade,2
2ª CC,0003082-29.2024.8.17.2110,1ª Vara Criminal da Comarca de Afogados da Ingazeira,14/03/2025,Sem prioridade,2
7ª CC,0000010-68.2023.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,17/03/2025,Super prioridade,0
6ª CCJ,0000297-36.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,06/02/2025,Sem prioridade,39
7ª CC,0000958-15.2020.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/03/2025,Sem prioridade,4
6ª CCJ,0001178-71.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001200-32.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001201-17.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,19
6ª CCJ,0001274-87.2015.8.17.0110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Sem prioridade,25
6ª CCJ,0001474-40.2017.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/02/2025,Prioridade Legal,32
6ª CCJ,0001586-62.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,24
6ª CCJ,0001602-16.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001672-33.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001712-15.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001722-59.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001733-88.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,19
6ª CCJ,0001740-80.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001786-69.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001824-81.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,12/03/2025,Prioridade Legal,5
6ª CCJ,0001833-43.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,19
6ª CCJ,0001834-28.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001843-87.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,10/03/2025,Prioridade Legal,7
6ª CCJ,0001844-72.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,24
6ª CCJ,0001854-19.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,24
6ª CCJ,0001864-63.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,20/02/2025,Prioridade Legal,25
6ª CCJ,0001873-25.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,26/02/2025,Prioridade Legal,19
6ª CCJ,0001994-53.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,21/02/2025,Prioridade Legal,24
6ª CCJ,0001995-38.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,27/02/2025,Prioridade Legal,18
6ª CCJ,0002020-51.2024.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,13/03/2025,Prioridade Legal,4
6ª CCJ,0002403-34.2021.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,05/02/2025,Sem prioridade,40
7ª CC,0003183-03.2023.8.17.2110,1ª Vara Cível da Comarca de Afogados da Ingazeira,14/03/2025,Sem prioridade,2
2ª CC,0000245-89.2021.8.17.0110,2ª Vara Criminal da Comarca de Afogados da Ingazeira,13/03/2025,Sem prioridade,3
6ª CCJ,0000135-75.2019.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,34
6ª CCJ,0000362-02.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,21/02/2025,Sem prioridade,24
6ª CCJ,0000648-14.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,34
7ª CC,0000891-51.2011.8.17.0110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,17/03/2025,Sem prioridade,0
7ª CC,0001308-32.2022.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,12/03/2025,Sem prioridade,5
6ª CCJ,0001366-98.2023.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,34
6ª CCJ,0001405-61.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,18/02/2025,Prioridade Legal,27
6ª CCJ,0001669-88.2018.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,34
6ª CCJ,0002174-16.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,06/02/2025,Sem prioridade,39
7ª CC,0002222-96.2022.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,17/03/2025,Sem prioridade,0
6ª CCJ,0002293-74.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,10/02/2025,Sem prioridade,35
6ª CCJ,0002319-72.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,11/02/2025,Sem prioridade,34
7ª CC,0002397-56.2023.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,12/03/2025,Sem prioridade,5
6ª CCJ,0002402-88.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,17/03/2025,Sem prioridade,0
6ª CCJ,0002657-46.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,13/03/2025,Sem prioridade,3
7ª CC,0002888-73.2017.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,13/03/2025,Prioridade Legal,4
6ª CCJ,0003374-14.2024.8.17.2110,2ª Vara Cível e Regional da Infância e Juventude da Comarca de Afogados da Ingazeira,07/02/2025,Prioridade Legal,38
6ª CCJ,0000024-56.2022.8.17.2120,Vara Única da Comarca de Afrânio,14/02/2025,Sem prioridade,31
7ª CC,0000025-12.2020.8.17.2120,Vara Única da Comarca de Afrânio,13/03/2025,Sem prioridade,3
6ª CCJ,0000101-66.2013.8.17.0120,Vara Única da Comarca de Afrânio,24/02/2025,Sem prioridade,21
7ª CC,0000127-54.2019.8.17.0120,Vara Única da Comarca de Afrânio,17/03/2025,Sem prioridade,0
7ª CC,0000200-26.2019.8.17.0120,Vara Única da Comarca de Afrânio,13/03/2025,Sem prioridade,4
6ª CCJ,0000318-79.2020.8.17.2120,Vara Única da Comarca de Afrânio,19/02/2025,Prioridade Legal,26
7ª CC,0000321-35.2011.8.17.0120,Vara Única da Comarca de Afrânio,26/02/2025,Sem prioridade,19
6ª CCJ,0000439-10.2020.8.17.2120,Vara Única da Comarca de Afrânio,25/02/2025,Prioridade Legal,20
6ª CCJ,0000514-20.2018.8.17.2120,Vara Única da Comarca de Afrânio,26/02/2025,Prioridade Legal,19
7ª CC,0000584-61.2023.8.17.2120,Vara Única da Comarca de Afrânio,17/03/2025,Prioridade Legal,0
7ª CC,0000607-71.2015.8.17.0120,Vara Única da Comarca de Afrânio,12/03/2025,Sem prioridade,5
7ª CC,0000684-56.2010.8.17.0120,Vara Única da Comarca de Afrânio,13/03/2025,Sem prioridade,4
7ª CC,0000691-42.2022.8.17.2120,Vara Única da Comarca de Afrânio,17/03/2025,Prioridade Legal,0
7ª CC,0000707-93.2022.8.17.2120,Vara Única da Comarca de Afrânio,12/03/2025,Sem prioridade,5
7ª CC,0000781-46.2016.8.17.0120,Vara Única da Comarca de Afrânio,17/03/2025,Sem prioridade,0
7ª CC,0001326-52.2024.8.17.2120,Vara Única da Comarca de Afrânio,17/03/2025,Prioridade Legal,0
6ª CC,0000160-57.2021.8.17.2130,Vara Única da Comarca de Agrestina,11/03/2025,Sem prioridade,6
6ª CC,0000066-48.2023.8.17.2160,Vara Única da Comarca de Alagoinha,11/03/2025,Sem prioridade,5
6ª CC,0000106-30.2023.8.17.2160,Vara Única da Comarca de Alagoinha,11/03/2025,Prioridade Legal,6
6ª CC,0000150-45.2017.8.17.0160,Vara Única da Comarca de Alagoinha,11/03/2025,Sem prioridade,5
6ª CC,0000153-14.2017.8.17.2160,Vara Única da Comarca de Alagoinha,14/03/2025,Sem prioridade,3
6ª CC,0000157-12.2021.8.17.2160,Vara Única da Comarca de Alagoinha,14/03/2025,Sem prioridade,3
5ª CCJ,0000243-46.2022.8.17.2160,Vara Única da Comarca de Alagoinha,19/02/2025,Sem prioridade,26
6ª CC,0000298-03.2010.8.17.0160,Vara Única da Comarca de Alagoinha,11/03/2025,Sem prioridade,6
6ª CC,0000336-43.2021.8.17.2160,Vara Única da Comarca de Alagoinha,11/03/2025,Sem prioridade,6
6ª CC,0000751-26.2021.8.17.2160,Vara Única da Comarca de Alagoinha,27/02/2025,Sem prioridade,18
5ª CC,0000048-56.2018.8.17.0170,Vara Única da Comarca de Aliança,14/03/2025,Sem prioridade,3
4ª CCJ,0000053-20.2014.8.17.0170,Vara Única da Comarca de Aliança,10/02/2025,Sem prioridade,35
4ª CCJ,0000055-62.2018.8.17.2170,Vara Única da Comarca de Aliança,27/02/2025,Sem prioridade,18
4ª CCJ,0000075-19.2019.8.17.2170,Vara Única da Comarca de Aliança,15/03/2025,Sem prioridade,2
4ª CCJ,0000130-72.2016.8.17.2170,Vara Única da Comarca de Aliança,24/02/2025,Sem prioridade,21
4ª CCJ,0000136-70.2013.8.17.0170,Vara Única da Comarca de Aliança,21/02/2025,Sem prioridade,24
4ª CCJ,0000237-10.2013.8.17.0170,Vara Única da Comarca de Aliança,12/02/2025,Sem prioridade,33
4ª CCJ,0000244-74.2017.8.17.2170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,20
4ª CCJ,0000361-03.2007.8.17.0170,Vara Única da Comarca de Aliança,11/02/2025,Sem prioridade,34
4ª CCJ,0000361-56.2014.8.17.0170,Vara Única da Comarca de Aliança,21/02/2025,Sem prioridade,24
4ª CCJ,0000439-31.2006.8.17.0170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,25
4ª CCJ,0000524-80.2007.8.17.0170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,19
4ª CCJ,0000551-53.2013.8.17.0170,Vara Única da Comarca de Aliança,25/02/2025,Sem prioridade,19
4ª CCJ,0000833-56.2023.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,26
5ª CC,0000845-07.2022.8.17.2170,Vara Única da Comarca de Aliança,17/03/2025,Sem prioridade,0
4ª CCJ,0000845-70.2023.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,26
4ª CCJ,0001044-63.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,19
4ª CCJ,0001140-45.2013.8.17.0170,Vara Única da Comarca de Aliança,13/03/2025,Sem prioridade,4
4ª CCJ,0001157-17.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,19
4ª CCJ,0001365-64.2022.8.17.2170,Vara Única da Comarca de Aliança,19/02/2025,Sem prioridade,25
4ª CCJ,0001371-08.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Prioridade Legal,18
4ª CCJ,0001480-22.2021.8.17.2170,Vara Única da Comarca de Aliança,26/02/2025,Sem prioridade,19
6ª CC,0000022-13.2016.8.17.2180,Vara Única da Comarca de Altinho,13/03/2025,Sem prioridade,4
6ª CC,0000117-58.2018.8.17.0180,Vara Única da Comarca de Altinho,13/03/2025,Sem prioridade,4
5ª CCJ,0000164-75.2020.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,21
5ª CCJ,0000174-22.2020.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,21
6ª CC,0000174-85.2021.8.17.2180,Vara Única da Comarca de Altinho,06/03/2025,Sem prioridade,11
5ª CCJ,0000215-86.2020.8.17.2180,Vara Única da Comarca de Altinho,13/03/2025,Prioridade Legal,4
5ª CCJ,0000330-05.2023.8.17.2180,Vara Única da Comarca de Altinho,24/02/2025,Sem prioridade,21
6ª CC,0000809-32.2022.8.17.2180,Vara Única da Comarca de Altinho,12/03/2025,Sem prioridade,5
5ª CCJ,0000898-84.2024.8.17.2180,Vara Única da Comarca de Altinho,13/03/2025,Prioridade Legal,4
6ª CC,0001005-02.2022.8.17.2180,Vara Única da Comarca de Altinho,11/03/2025,Sem prioridade,5
5ª CC,0000027-84.1999.8.17.0190,Vara Única da Comarca de Amaraji,17/03/2025,Sem prioridade,0
4ª CCJ,0000145-73.2019.8.17.3160,Vara Única da Comarca de Amaraji,12/02/2025,Prioridade Legal,33
4ª CCJ,0000462-95.2024.8.17.2190,Vara Única da Comarca de Amaraji,19/02/2025,Sem prioridade,26
7ª CC,0000764-11.2017.8.17.2210,1ª Vara Cível da Comarca de Araripina,14/03/2025,Prioridade Legal,3
6ª CCJ,0002740-14.2021.8.17.2210,1ª Vara Cível da Comarca de Araripina,18/02/2025,Prioridade Legal,27
7ª CC,0002104-14.2022.8.17.2210,2ª Vara Cível da Comarca de Araripina,13/03/2025,Sem prioridade,4
7ª CC,0002607-64.2024.8.17.2210,2ª Vara Cível da Comarca de Araripina,14/03/2025,Sem prioridade,3
2ª CC,0000139-21.2021.8.17.0210,Vara Criminal da Comarca de Araripina,16/03/2025,Sem prioridade,1
2ª CC,0000165-42.2021.8.17.5020,Vara Criminal da Comarca de Araripina,16/03/2025,Sem prioridade,1
2ª CC,0000320-74.2023.8.17.5020,Vara Criminal da Comarca de Araripina,11/03/2025,Sem prioridade,6
2ª CC,0000462-15.2022.8.17.5020,Vara Criminal da Comarca de Araripina,16/03/2025,Prioridade Legal,1
2ª CC,0000835-72.2012.8.17.0210,Vara Criminal da Comarca de Araripina,17/03/2025,Sem prioridade,0
2ª CC,0001139-65.2024.8.17.2210,Vara Criminal da Comarca de Araripina,17/03/2025,Prioridade Legal,0
2ª CC,0001715-92.2023.8.17.2210,Vara Criminal da Comarca de Araripina,12/03/2025,Sem prioridade,5
2ª CC,0002096-72.2012.8.17.0210,Vara Criminal da Comarca de Araripina,17/03/2025,Sem prioridade,0
2ª CC,0002408-47.2021.8.17.2210,Vara Criminal da Comarca de Araripina,11/03/2025,Sem prioridade,6
2ª CC,0002823-59.2023.8.17.2210,Vara Criminal da Comarca de Araripina,12/03/2025,Sem prioridade,5
6ª CCJ,0000323-06.2005.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,14/03/2025,Sem prioridade,3
6ª CCJ,0000549-63.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,10/03/2025,Sem prioridade,7
6ª CCJ,0000655-88.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,13/02/2025,Sem prioridade,32
6ª CCJ,0001382-18.2020.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,03/02/2025,Sem prioridade,42
6ª CCJ,0002018-52.2018.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,26/02/2025,Sem prioridade,19
6ª CCJ,0002143-11.2015.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,16/03/2025,Sem prioridade,1
7ª CC,0002385-66.2024.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/03/2025,Sem prioridade,0
7ª CC,0002577-33.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/03/2025,Prioridade Legal,0
6ª CCJ,0003135-11.2011.8.17.0220,1ª Vara Cível da Comarca de Arcoverde,17/03/2025,Sem prioridade,0
7ª CC,0003463-95.2024.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/03/2025,Super prioridade,0
6ª CCJ,0003915-08.2024.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,17/02/2025,Sem prioridade,28
6ª CCJ,0003990-52.2021.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,12/03/2025,Sem prioridade,5
6ª CCJ,0003993-70.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,05/02/2025,Sem prioridade,40
6ª CCJ,0005296-22.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,12/03/2025,Sem prioridade,4
6ª CCJ,0005399-29.2022.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,19/02/2025,Sem prioridade,26
6ª CCJ,0007102-58.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,06/02/2025,Prioridade Legal,39
6ª CCJ,0007117-27.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,06/02/2025,Prioridade Legal,39
6ª CCJ,0007351-09.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,10/03/2025,Prioridade Legal,7
7ª CC,0007439-47.2023.8.17.2220,1ª Vara Cível da Comarca de Arcoverde,13/03/2025,Sem prioridade,4
2ª CC,0000052-65.2024.8.17.5220,2ª Vara Criminal da Comarca de Arcoverde,13/03/2025,Sem prioridade,4
2ª CC,0000083-85.2024.8.17.5220,2ª Vara Criminal da Comarca de Arcoverde,13/03/2025,Sem prioridade,4
2ª CC,0000373-03.2024.8.17.5220,2ª Vara Criminal da Comarca de Arcoverde,13/03/2025,Sem prioridade,4
6ª CCJ,0000795-59.2021.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,06/02/2025,Sem prioridade,39
6ª CCJ,0001906-74.2015.8.17.0220,2ª Vara Cível da Comarca de Arcoverde,11/03/2025,Sem prioridade,6
7ª CC,0002305-73.2022.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,07/03/2025,Sem prioridade,10
7ª CC,0003379-94.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,14/03/2025,Sem prioridade,3
6ª CCJ,0004765-33.2022.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,14/03/2025,Sem prioridade,3
7ª CC,0005128-49.2024.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,13/03/2025,Sem prioridade,4
7ª CC,0007528-70.2023.8.17.2220,2ª Vara Cível da Comarca de Arcoverde,17/03/2025,Sem prioridade,0
5ª CC,0000334-52.2024.8.17.2230,Vara Única da Comarca de Barreiros,15/03/2025,Prioridade Legal,2
4ª CCJ,0000348-42.2012.8.17.0230,Vara Única da Comarca de Barreiros,27/02/2025,Sem prioridade,18
5ª CC,0000476-61.2021.8.17.2230,Vara Única da Comarca de Barreiros,17/03/2025,Sem prioridade,0
5ª CC,0000673-84.2019.8.17.2230,Vara Única da Comarca de Barreiros,13/03/2025,Sem prioridade,4
5ª CCJ,0000198-38.2019.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,26/02/2025,Sem prioridade,19
5ª CCJ,0000551-73.2022.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,21
5ª CCJ,0001708-18.2021.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,26/02/2025,Sem prioridade,19
5ª CCJ,0002715-45.2021.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,21
5ª CCJ,0003622-83.2022.8.17.2260,1ª Vara Cível da Comarca de Belo Jardim,24/02/2025,Sem prioridade,21
5ª CCJ,0001083-47.2022.8.17.2260,2ª Vara Cível da Comarca de Belo Jardim,14/03/2025,Sem prioridade,3
6ª CC,0002580-62.2023.8.17.2260,2ª Vara Cível da Comarca de Belo Jardim,13/03/2025,Sem prioridade,4
2ª CC,0003135-16.2022.8.17.2260,Vara Criminal da Comarca de Belo Jardim,14/03/2025,Sem prioridade,3
6ª CCJ,0000056-93.2021.8.17.2250,Vara Única da Comarca de Belém São Francisco,04/02/2025,Sem prioridade,41
6ª CCJ,0000130-79.2023.8.17.2250,Vara Única da Comarca de Belém São Francisco,10/02/2025,Prioridade Legal,35
7ª CC,0000199-15.2014.8.17.0250,Vara Única da Comarca de Belém São Francisco,17/03/2025,Sem prioridade,0
6ª CCJ,0000274-79.1999.8.17.0250,Vara Única da Comarca de Belém São Francisco,28/02/2025,Sem prioridade,17
6ª CCJ,0000319-24.2015.8.17.0250,Vara Única da Comarca de Belém São Francisco,20/02/2025,Sem prioridade,25
6ª CCJ,0000583-07.2016.8.17.0250,Vara Única da Comarca de Belém São Francisco,18/02/2025,Sem prioridade,27
6ª CCJ,0000590-71.2020.8.17.2250,Vara Única da Comarca de Belém São Francisco,07/03/2025,Prioridade Legal,10
6ª CCJ,0000905-27.2016.8.17.0250,Vara Única da Comarca de Belém São Francisco,25/02/2025,Sem prioridade,20
6ª CC,0000072-25.2019.8.17.2280,1ª Vara da Comarca de Bezerros,06/03/2025,Sem prioridade,10
6ª CC,0000078-58.1995.8.17.0280,1ª Vara da Comarca de Bezerros,13/03/2025,Sem prioridade,4
6ª CC,0000301-68.2019.8.17.0280,1ª Vara da Comarca de Bezerros,12/03/2025,Sem prioridade,5
6ª CC,0000340-65.2019.8.17.0280,1ª Vara da Comarca de Bezerros,17/03/2025,Sem prioridade,0
6ª CC,0000419-15.2017.8.17.0280,1ª Vara da Comarca de Bezerros,17/03/2025,Sem prioridade,0
6ª CC,0000899-27.2016.8.17.0280,1ª Vara da Comarca de Bezerros,10/03/2025,Sem prioridade,7
6ª CC,0000995-80.2021.8.17.2280,1ª Vara da Comarca de Bezerros,06/03/2025,Prioridade Legal,10
6ª CC,0001948-73.2023.8.17.2280,1ª Vara da Comarca de Bezerros,13/03/2025,Sem prioridade,4
6ª CC,0000024-57.2022.8.17.4480,2ª Vara da Comarca de Bezerros,27/02/2025,Sem prioridade,18
6ª CC,0000081-45.2023.8.17.2280,2ª Vara da Comarca de Bezerros,14/03/2025,Sem prioridade,3
6ª CC,0000256-73.2022.8.17.2280,2ª Vara da Comarca de Bezerros,20/02/2025,Sem prioridade,25
6ª CC,0000523-84.2018.8.17.2280,2ª Vara da Comarca de Bezerros,12/03/2025,Sem prioridade,5
6ª CC,0000541-61.2025.8.17.2280,2ª Vara da Comarca de Bezerros,17/03/2025,Prioridade Legal,0
6ª CC,0000585-51.2023.8.17.2280,2ª Vara da Comarca de Bezerros,14/03/2025,Sem prioridade,2
6ª CC,0000881-15.2019.8.17.2280,2ª Vara da Comarca de Bezerros,17/03/2025,Prioridade Legal,0
6ª CC,0002006-42.2024.8.17.2280,2ª Vara da Comarca de Bezerros,14/03/2025,Sem prioridade,3
6ª CC,0002670-10.2023.8.17.2280,2ª Vara da Comarca de Bezerros,11/03/2025,Sem prioridade,6
6ª CC,0003332-71.2023.8.17.2280,2ª Vara da Comarca de Bezerros,10/03/2025,Sem prioridade,7
6ª CCJ,0000361-93.2017.8.17.2290,Vara Única da Comarca de Bodocó,17/02/2025,Sem prioridade,28
7ª CC,0000575-45.2021.8.17.2290,Vara Única da Comarca de Bodocó,17/03/2025,Sem prioridade,0
6ª CCJ,0000683-06.2023.8.17.2290,Vara Única da Comarca de Bodocó,07/02/2025,Sem prioridade,38
6ª CCJ,0000689-81.2021.8.17.2290,Vara Única da Comarca de Bodocó,13/03/2025,Prioridade Legal,4
6ª CCJ,0000996-70.2011.8.17.0290,Vara Única da Comarca de Bodocó,17/02/2025,Sem prioridade,28
6ª CC,0000123-95.2023.8.17.4640,1ª Vara da Comarca de Bom Conselho,27/02/2025,Sem prioridade,18
6ª CC,0000378-03.2008.8.17.0300,1ª Vara da Comarca de Bom Conselho,27/02/2025,Sem prioridade,18
6ª CC,0000378-94.2020.8.17.2300,1ª Vara da Comarca de Bom Conselho,12/03/2025,Sem prioridade,5
6ª CC,0000492-96.2021.8.17.2300,1ª Vara da Comarca de Bom Conselho,14/03/2025,Sem prioridade,3
6ª CC,0000659-21.2018.8.17.2300,1ª Vara da Comarca de Bom Conselho,11/03/2025,Sem prioridade,6
6ª CC,0000753-90.2023.8.17.2300,1ª Vara da Comarca de Bom Conselho,12/03/2025,Prioridade Legal,5
6ª CC,0001030-09.2023.8.17.2300,1ª Vara da Comarca de Bom Conselho,11/03/2025,Sem prioridade,6
6ª CC,0001497-85.2023.8.17.2300,1ª Vara da Comarca de Bom Conselho,26/02/2025,Sem prioridade,19
6ª CC,0001549-52.2021.8.17.2300,1ª Vara da Comarca de Bom Conselho,13/03/2025,Prioridade Legal,4
6ª CC,0001971-90.2022.8.17.2300,1ª Vara da Comarca de Bom Conselho,13/03/2025,Prioridade Legal,4
6ª CC,0103285-40.2021.8.17.2001,1ª Vara da Comarca de Bom Conselho,13/03/2025,Prioridade Legal,4
6ª CC,0000882-09.2008.8.17.0300,2ª Vara da Comarca de Bom Conselho,27/02/2025,Sem prioridade,18
6ª CC,0001294-89.2024.8.17.2300,2ª Vara da Comarca de Bom Conselho,26/02/2025,Sem prioridade,19
6ª CC,0001576-98.2022.8.17.2300,2ª Vara da Comarca de Bom Conselho,26/02/2025,Prioridade Legal,19
6ª CC,0001761-39.2022.8.17.2300,2ª Vara da Comarca de Bom Conselho,27/02/2025,Prioridade Legal,18
6ª CC,0002046-32.2022.8.17.2300,2ª Vara da Comarca de Bom Conselho,26/02/2025,Prioridade Legal,19
6ª CC,0040930-18.2021.8.17.8201,2ª Vara da Comarca de Bom Conselho,26/02/2025,Sem prioridade,19
